INDEX_small,TAG_small,DATE_small,TIME,LATITUDE N/S_small,LONGITUDE E/W_small,HEIGHT_small,SPEED_small,HEADING_small,INDEX_boat,TAG_boat,DATE_boat,LATITUDE N/S_boat,LONGITUDE E/W_boat,HEIGHT_boat,SPEED_boat,HEADING_boat,INDEX_big,TAG_big,DATE_big,LATITUDE N/S_big,LONGITUDE E/W_big,HEIGHT_big,SPEED_big,HEADING_big,INDEX_totem,TAG_totem,DATE_totem,LATITUDE N/S_totem,LONGITUDE E/W_totem,HEIGHT_totem,SPEED_totem,HEADING_totem
367,T,230605,100017,36.8859288N,76.3168457W,5,0.3,0,140,T,230605,36.8858256N,76.3169978W,14,0,0,245,T,230605,36.8858487N,76.3168805W,5,0,91,246,T,230605,36.8858444N,76.3169176W,6,0,0
368,T,230605,100018,36.8859288N,76.3168457W,5,0.5,0,141,T,230605,36.8858256N,76.3169978W,14,0,0,246,T,230605,36.8858442N,76.3168621W,5,0,91,247,T,230605,36.8858444N,76.3169176W,6,0,0
369,T,230605,100019,36.8859288N,76.3168457W,5,0.1,0,142,T,230605,36.8858256N,76.3169978W,14,0,0,247,T,230605,36.8858442N,76.3168621W,5,0.1,91,248,T,230605,36.8858444N,76.3169176W,6,0,0
370,T,230605,100020,36.8859288N,76.3168457W,5,0,0,143,T,230605,36.8858256N,76.3169978W,14,0.1,0,248,T,230605,36.8858442N,76.3168621W,5,0,91,249,T,230605,36.8858444N,76.3169176W,6,0,0
371,T,230605,100021,36.8859288N,76.3168457W,5,0,0,144,T,230605,36.8858256N,76.3169978W,14,0.1,0,249,T,230605,36.8858442N,76.3168621W,5,0,91,250,T,230605,36.8858444N,76.3169176W,6,0,0
372,T,230605,100022,36.8859288N,76.3168457W,5,0,0,145,T,230605,36.8858256N,76.3169978W,14,0.1,0,250,T,230605,36.8858442N,76.3168621W,5,0,91,251,T,230605,36.8858444N,76.3169176W,6,0,0
373,T,230605,100023,36.8859288N,76.3168457W,5,0,0,146,T,230605,36.8858256N,76.3169978W,14,0.1,0,251,T,230605,36.8858442N,76.3168621W,5,0,91,252,T,230605,36.8858444N,76.3169176W,6,0,0
374,T,230605,100024,36.8859288N,76.3168457W,5,0.1,0,147,T,230605,36.8858256N,76.3169978W,14,0.1,0,252,T,230605,36.8858442N,76.3168621W,5,0,91,253,T,230605,36.8858444N,76.3169176W,6,0,0
375,T,230605,100025,36.8859288N,76.3168457W,5,0,0,148,T,230605,36.8858256N,76.3169978W,14,0.1,0,253,T,230605,36.8858442N,76.3168621W,5,0,91,254,T,230605,36.8858444N,76.3169176W,6,0,0
376,T,230605,100026,36.8859288N,76.3168457W,5,0.1,0,149,T,230605,36.8858256N,76.3169978W,14,0.3,0,254,T,230605,36.8858442N,76.3168621W,5,0,91,255,T,230605,36.8858444N,76.3169176W,5,0,0
377,T,230605,100027,36.8859288N,76.3168457W,5,0.1,0,150,T,230605,36.8858256N,76.3169978W,10,0.5,0,255,T,230605,36.8858442N,76.3168621W,5,0,91,256,T,230605,36.8858444N,76.3169176W,5,0,0
378,T,230605,100028,36.8859288N,76.3168457W,5,0,0,151,T,230605,36.8858256N,76.3169978W,9,0.5,0,256,T,230605,36.8858442N,76.3168621W,5,0,91,257,T,230605,36.8858444N,76.3169176W,5,0,0
379,T,230605,100029,36.8859288N,76.3168457W,5,0,0,152,T,230605,36.8858256N,76.3169978W,8,0.5,0,257,T,230605,36.8858442N,76.3168621W,5,0,91,258,T,230605,36.8858444N,76.3169176W,5,0,0
380,T,230605,100030,36.8859288N,76.3168457W,5,0,0,153,T,230605,36.8858256N,76.3169978W,7,0.3,0,258,T,230605,36.8858442N,76.3168621W,5,0,91,259,T,230605,36.8858444N,76.3169176W,5,0,0
380,T,230605,100030,36.8859288N,76.3168457W,5,0,0,153,T,230605,36.8858256N,76.3169978W,7,0.3,0,258,T,230605,36.8858442N,76.3168621W,5,0,91,260,T,230605,36.8858444N,76.3169176W,5,0,0
381,T,230605,100031,36.8859288N,76.3168457W,5,0,0,154,T,230605,36.8858256N,76.3169978W,7,0.3,0,259,T,230605,36.8858442N,76.3168621W,5,0,91,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
382,T,230605,100032,36.8859288N,76.3168457W,5,0.3,0,155,T,230605,36.8858256N,76.3169978W,7,0,0,260,T,230605,36.8858442N,76.3168621W,5,0,91,261,T,230605,36.8858444N,76.3169176W,5,0.1,0
383,T,230605,100033,36.8859288N,76.3168457W,5,0.1,0,156,T,230605,36.8858256N,76.3169978W,6,0.5,0,261,T,230605,36.8858442N,76.3168621W,5,0,91,262,T,230605,36.8858444N,76.3169176W,5,0,0
384,T,230605,100034,36.8859288N,76.3168457W,5,0,0,157,T,230605,36.8858256N,76.3169978W,6,0.3,0,262,T,230605,36.8858442N,76.3168621W,5,0,91,263,T,230605,36.8858444N,76.3169176W,5,0,0
385,T,230605,100035,36.8859288N,76.3168457W,5,0.1,0,158,T,230605,36.8858256N,76.3169978W,6,0.1,0,263,T,230605,36.8858442N,76.3168621W,5,0,91,264,T,230605,36.8858444N,76.3169176W,5,0,0
386,T,230605,100036,36.8859288N,76.3168457W,5,0.1,0,159,T,230605,36.8858256N,76.3169978W,6,0.1,0,264,T,230605,36.8858442N,76.3168621W,5,0,91,265,T,230605,36.8858444N,76.3169176W,5,0.1,0
387,T,230605,100037,36.8859288N,76.3168457W,5,0.1,0,160,T,230605,36.8858256N,76.3169978W,6,0.7,162,265,T,230605,36.8858442N,76.3168621W,5,0,91,266,T,230605,36.8858444N,76.3169176W,5,0,0
388,T,230605,100038,36.8859288N,76.3168457W,5,0,0,161,T,230605,36.8858256N,76.3169978W,6,0,0,266,T,230605,36.8858442N,76.3168621W,5,0,91,267,T,230605,36.8858444N,76.3169176W,5,0.1,0
389,T,230605,100039,36.8859288N,76.3168457W,5,0,0,162,T,230605,36.8858256N,76.3169978W,6,0.1,0,267,T,230605,36.8858442N,76.3168621W,5,0,91,268,T,230605,36.8858444N,76.3169176W,5,0,0
390,T,230605,100040,36.8859288N,76.3168457W,5,0,0,163,T,230605,36.8858256N,76.3169978W,5,0,0,268,T,230605,36.8858442N,76.3168621W,5,0,91,269,T,230605,36.8858444N,76.3169176W,5,0,0
391,T,230605,100041,36.8859288N,76.3168457W,5,0.1,0,164,T,230605,36.8858256N,76.3169978W,5,0.1,0,269,T,230605,36.8858442N,76.3168621W,5,0,91,270,T,230605,36.8858444N,76.3169176W,5,0,0
392,T,230605,100042,36.8859288N,76.3168457W,5,0,0,165,T,230605,36.8858256N,76.3169978W,5,0,0,270,T,230605,36.8858442N,76.3168621W,5,0,91,271,T,230605,36.8858444N,76.3169176W,5,0,0
393,T,230605,100043,36.8859288N,76.3168457W,5,0.1,0,166,T,230605,36.8858256N,76.3169978W,5,0,0,271,T,230605,36.8858442N,76.3168621W,5,0,91,272,T,230605,36.8858444N,76.3169176W,5,0,0
394,T,230605,100044,36.8859288N,76.3168457W,5,0,0,167,T,230605,36.8858256N,76.3169978W,5,0.1,0,272,T,230605,36.8858442N,76.3168621W,5,0,91,273,T,230605,36.8858444N,76.3169176W,5,0,0
395,T,230605,100045,36.8859288N,76.3168457W,5,0.5,0,168,T,230605,36.8858256N,76.3169978W,5,0.1,0,273,T,230605,36.8858442N,76.3168621W,5,0,91,274,T,230605,36.8858444N,76.3169176W,5,0,0
396,T,230605,100046,36.8859288N,76.3168457W,5,0.1,0,169,T,230605,36.8858256N,76.3169978W,5,0,0,274,T,230605,36.8858442N,76.3168621W,5,0.1,91,275,T,230605,36.8858444N,76.3169176W,5,0,0
397,T,230605,100047,36.8859288N,76.3168457W,5,0,0,170,T,230605,36.8858256N,76.3169978W,5,0.1,0,275,T,230605,36.8858442N,76.3168621W,5,0,91,276,T,230605,36.8858444N,76.3169176W,5,0,0
398,T,230605,100048,36.8859288N,76.3168457W,5,0,0,171,T,230605,36.8858256N,76.3169978W,5,0,0,276,T,230605,36.8858442N,76.3168621W,5,0,91,277,T,230605,36.8858444N,76.3169176W,5,0,0
399,T,230605,100049,36.8859288N,76.3168457W,5,0,0,172,T,230605,36.8858256N,76.3169978W,5,0,0,277,T,230605,36.8858442N,76.3168621W,5,0,91,278,T,230605,36.8858444N,76.3169176W,5,0,0
400,T,230605,100050,36.8859288N,76.3168457W,5,0.1,0,173,T,230605,36.8858256N,76.3169978W,5,0.1,0,278,T,230605,36.8858442N,76.3168621W,5,0,91,279,T,230605,36.8858444N,76.3169176W,5,0,0
401,T,230605,100051,36.8859288N,76.3168457W,5,0,0,174,T,230605,36.8858256N,76.3169978W,5,0.3,0,279,T,230605,36.8858442N,76.3168621W,5,0,91,280,T,230605,36.8858444N,76.3169176W,6,0,0
402,T,230605,100052,36.8859288N,76.3168457W,5,0,0,175,T,230605,36.8858256N,76.3169978W,5,0.3,0,280,T,230605,36.8858442N,76.3168621W,5,0,91,281,T,230605,36.8858444N,76.3169176W,6,0,0
403,T,230605,100053,36.8859288N,76.3168457W,5,0.1,0,176,T,230605,36.8858256N,76.3169978W,5,0.3,0,281,T,230605,36.8858442N,76.3168621W,5,0,91,282,T,230605,36.8858444N,76.3169176W,6,0,0
404,T,230605,100054,36.8859288N,76.3168457W,5,0.1,0,177,T,230605,36.8858256N,76.3169978W,5,0.1,0,282,T,230605,36.8858442N,76.3168621W,5,0,91,283,T,230605,36.8858444N,76.3169176W,6,0,0
405,T,230605,100055,36.8859288N,76.3168457W,5,0.1,0,178,T,230605,36.8858256N,76.3169978W,5,0.1,0,283,T,230605,36.8858442N,76.3168621W,5,0,91,284,T,230605,36.8858444N,76.3169176W,6,0,0
406,T,230605,100056,36.8859288N,76.3168457W,5,0,0,179,T,230605,36.8858256N,76.3169978W,5,0.1,0,284,T,230605,36.8858442N,76.3168621W,5,0,91,285,T,230605,36.8858444N,76.3169176W,6,0,0
407,T,230605,100057,36.8859288N,76.3168457W,5,0.1,0,180,T,230605,36.8858256N,76.3169978W,5,0.3,0,285,T,230605,36.8858442N,76.3168621W,5,0,91,286,T,230605,36.8858444N,76.3169176W,6,0,0
408,T,230605,100058,36.8859288N,76.3168457W,5,0.1,0,181,T,230605,36.8858256N,76.3169978W,5,0.1,0,286,T,230605,36.8858442N,76.3168621W,5,0,91,287,T,230605,36.8858444N,76.3169176W,6,0,0
409,T,230605,100059,36.8859288N,76.3168457W,5,0,0,182,T,230605,36.8858256N,76.3169978W,5,0.1,0,287,T,230605,36.8858442N,76.3168621W,5,0,91,288,T,230605,36.8858444N,76.3169176W,6,0,0
410,T,230605,100100,36.8859288N,76.3168457W,5,0.1,0,183,T,230605,36.8858256N,76.3169978W,5,0.1,0,288,T,230605,36.8858442N,76.3168621W,5,0,91,289,T,230605,36.8858444N,76.3169176W,6,0,0
411,T,230605,100101,36.8859288N,76.3168457W,5,0,0,184,T,230605,36.8858256N,76.3169978W,5,0,0,289,T,230605,36.8858442N,76.3168621W,5,0,91,290,T,230605,36.8858444N,76.3169176W,6,0,0
412,T,230605,100102,36.8859288N,76.3168457W,5,0,0,185,T,230605,36.8858256N,76.3169978W,5,0,0,290,T,230605,36.8858442N,76.3168621W,5,0,91,291,T,230605,36.8858444N,76.3169176W,6,0,0
413,T,230605,100103,36.8859288N,76.3168457W,5,0,0,186,T,230605,36.8858256N,76.3169978W,5,0,0,291,T,230605,36.8858442N,76.3168621W,5,0,91,292,T,230605,36.8858444N,76.3169176W,6,0,0
414,T,230605,100104,36.8859288N,76.3168457W,5,0,0,187,T,230605,36.8858256N,76.3169978W,5,0.1,0,292,T,230605,36.8858442N,76.3168621W,5,0.1,91,293,T,230605,36.8858444N,76.3169176W,6,0,0
415,T,230605,100105,36.8859288N,76.3168457W,5,0.1,0,188,T,230605,36.8858256N,76.3169978W,5,0.1,0,293,T,230605,36.8858442N,76.3168621W,5,0,91,294,T,230605,36.8858444N,76.3169176W,6,0,0
416,T,230605,100106,36.8859288N,76.3168457W,5,0.1,0,189,T,230605,36.8858256N,76.3169978W,5,0.1,0,294,T,230605,36.8858442N,76.3168621W,5,0,91,295,T,230605,36.8858444N,76.3169176W,6,0,0
417,T,230605,100107,36.8859288N,76.3168457W,5,0,0,190,T,230605,36.8858256N,76.3169978W,5,0.3,0,295,T,230605,36.8858442N,76.3168621W,5,0,91,296,T,230605,36.8858444N,76.3169176W,6,0,0
418,T,230605,100108,36.8859288N,76.3168457W,5,0,0,191,T,230605,36.8858256N,76.3169978W,5,0,0,296,T,230605,36.8858442N,76.3168621W,5,0,91,297,T,230605,36.8858444N,76.3169176W,6,0.1,0
419,T,230605,100109,36.8859288N,76.3168457W,5,0,0,192,T,230605,36.8858256N,76.3169978W,5,0.3,0,297,T,230605,36.8858442N,76.3168621W,5,0.1,91,298,T,230605,36.8858444N,76.3169176W,6,0,0
420,T,230605,100110,36.8859288N,76.3168457W,5,0,0,193,T,230605,36.8858256N,76.3169978W,5,0.1,0,298,T,230605,36.8858442N,76.3168621W,5,0,91,299,T,230605,36.8858444N,76.3169176W,6,0,0
421,T,230605,100111,36.8859288N,76.3168457W,5,0.1,0,194,T,230605,36.8858256N,76.3169978W,5,0,0,299,T,230605,36.8858442N,76.3168621W,5,0,91,300,T,230605,36.8858444N,76.3169176W,6,0.1,0
422,T,230605,100112,36.8859288N,76.3168457W,5,0.1,0,195,T,230605,36.8858256N,76.3169978W,5,0.1,0,300,T,230605,36.8858442N,76.3168621W,5,0.3,91,301,T,230605,36.8858444N,76.3169176W,6,0,0
423,T,230605,100113,36.8859288N,76.3168457W,5,0,0,196,T,230605,36.8858256N,76.3169978W,5,0.1,0,301,T,230605,36.8858442N,76.3168621W,5,0.3,91,302,T,230605,36.8858444N,76.3169176W,6,0,0
424,T,230605,100114,36.8859288N,76.3168457W,5,0.1,0,197,T,230605,36.8858256N,76.3169978W,5,0.5,0,302,T,230605,36.8858442N,76.3168621W,5,0.3,91,303,T,230605,36.8858444N,76.3169176W,6,0.1,0
425,T,230605,100115,36.8859288N,76.3168457W,5,0.1,0,198,T,230605,36.8858256N,76.3169978W,5,0.3,0,303,T,230605,36.8858442N,76.3168621W,5,0.1,91,304,T,230605,36.8858444N,76.3169176W,6,0,0
426,T,230605,100116,36.8859288N,76.3168457W,5,0,0,199,T,230605,36.8858256N,76.3169978W,5,0.1,0,304,T,230605,36.8858442N,76.3168621W,5,0.1,91,305,T,230605,36.8858444N,76.3169176W,6,0.1,0
427,T,230605,100117,36.8859288N,76.3168457W,5,0,0,200,T,230605,36.8858256N,76.3169978W,5,0.1,0,305,T,230605,36.8858442N,76.3168621W,5,0,91,306,T,230605,36.8858444N,76.3169176W,6,0,0
428,T,230605,100118,36.8859288N,76.3168457W,5,0,0,201,T,230605,36.8858256N,76.3169978W,5,0.5,0,306,T,230605,36.8858442N,76.3168621W,5,0,91,307,T,230605,36.8858444N,76.3169176W,6,0.1,0
429,T,230605,100119,36.8859288N,76.3168457W,5,0,0,202,T,230605,36.8858256N,76.3169978W,5,0.3,0,307,T,230605,36.8858442N,76.3168621W,5,1.6,22,308,T,230605,36.8858444N,76.3169176W,6,0,0
430,T,230605,100120,36.8859288N,76.3168457W,5,0.1,0,203,T,230605,36.8858256N,76.3169978W,5,0.7,145,308,T,230605,36.8858467N,76.3168743W,5,1.2,22,309,T,230605,36.8858444N,76.3169176W,6,0.1,0
431,T,230605,100121,36.8859288N,76.3168457W,5,0,0,204,T,230605,36.8858256N,76.3169978W,5,0.1,0,309,T,230605,36.8858491N,76.3168879W,5,2,316,310,T,230605,36.8858444N,76.3169176W,6,0.1,0
432,T,230605,100122,36.8859288N,76.3168457W,5,0,0,205,T,230605,36.8858256N,76.3169978W,5,0.1,0,310,T,230605,36.8858525N,76.3169037W,5,3.1,316,311,T,230605,36.8858444N,76.3169176W,6,0,0
433,T,230605,100123,36.8859288N,76.3168457W,5,0.1,0,206,T,230605,36.8858256N,76.3169978W,5,0.1,0,311,T,230605,36.8858535N,76.3169087W,5,1.2,316,312,T,230605,36.8858444N,76.3169176W,6,0,0
434,T,230605,100124,36.8859288N,76.3168457W,5,0,0,207,T,230605,36.8858256N,76.3169978W,5,0.3,0,312,T,230605,36.8858546N,76.3169124W,5,0,316,313,T,230605,36.8858444N,76.3169176W,6,0,0
435,T,230605,100125,36.8859288N,76.3168457W,5,0.1,0,208,T,230605,36.8858256N,76.3169978W,5,0.3,0,313,T,230605,36.8858546N,76.3169140W,5,0.1,316,314,T,230605,36.8858444N,76.3169176W,6,0,0
436,T,230605,100126,36.8859288N,76.3168457W,5,0,0,209,T,230605,36.8858256N,76.3169978W,5,0.1,0,314,T,230605,36.8858546N,76.3169140W,5,0.5,284,315,T,230605,36.8858444N,76.3169176W,6,0,0
437,T,230605,100127,36.8859288N,76.3168457W,5,0.1,0,210,T,230605,36.8858256N,76.3169978W,5,0,0,315,T,230605,36.8858546N,76.3169140W,5,0.1,284,316,T,230605,36.8858444N,76.3169176W,6,0,0
438,T,230605,100128,36.8859288N,76.3168457W,5,0,0,211,T,230605,36.8858256N,76.3169978W,5,0.1,0,316,T,230605,36.8858546N,76.3169140W,5,0.3,284,317,T,230605,36.8858444N,76.3169176W,6,0,0
439,T,230605,100129,36.8859288N,76.3168457W,5,0.1,0,212,T,230605,36.8858256N,76.3169978W,5,0.3,0,317,T,230605,36.8858546N,76.3169140W,5,0.1,284,318,T,230605,36.8858444N,76.3169176W,6,0,0
440,T,230605,100130,36.8859288N,76.3168457W,5,0,0,213,T,230605,36.8858256N,76.3169978W,5,0.3,0,318,T,230605,36.8858546N,76.3169140W,5,0.5,243,319,T,230605,36.8858444N,76.3169176W,6,0,0
441,T,230605,100131,36.8859288N,76.3168457W,5,0,0,214,T,230605,36.8858256N,76.3169978W,5,0.1,0,319,T,230605,36.8858546N,76.3169140W,5,0.5,243,320,T,230605,36.8858444N,76.3169176W,6,0,0
442,T,230605,100132,36.8859288N,76.3168457W,5,0,0,215,T,230605,36.8858256N,76.3169978W,5,0.1,0,320,T,230605,36.8858546N,76.3169140W,5,0,243,321,T,230605,36.8858444N,76.3169176W,6,0,0
443,T,230605,100133,36.8859288N,76.3168457W,5,0,0,216,T,230605,36.8858256N,76.3169978W,5,0,0,321,T,230605,36.8858546N,76.3169140W,5,0,243,322,T,230605,36.8858444N,76.3169176W,6,0,0
444,T,230605,100134,36.8859288N,76.3168457W,5,0,0,217,T,230605,36.8858256N,76.3169978W,5,0.1,0,322,T,230605,36.8858546N,76.3169140W,5,0,243,323,T,230605,36.8858444N,76.3169176W,6,0.1,0
445,T,230605,100135,36.8859288N,76.3168457W,5,0.9,0,218,T,230605,36.8858256N,76.3169978W,5,0.1,0,323,T,230605,36.8858546N,76.3169140W,5,0,243,324,T,230605,36.8858444N,76.3169176W,6,0,0
446,T,230605,100136,36.8859288N,76.3168457W,5,0.1,0,219,T,230605,36.8858256N,76.3169978W,5,0,0,324,T,230605,36.8858546N,76.3169140W,5,0,243,325,T,230605,36.8858444N,76.3169176W,5,0,0
447,T,230605,100137,36.8859288N,76.3168457W,5,0.1,0,220,T,230605,36.8858256N,76.3169978W,5,0.1,0,325,T,230605,36.8858546N,76.3169140W,5,0,243,326,T,230605,36.8858444N,76.3169176W,5,0,0
448,T,230605,100138,36.8859288N,76.3168457W,5,0.3,0,221,T,230605,36.8858256N,76.3169978W,5,0.1,0,326,T,230605,36.8858546N,76.3169140W,5,0,243,327,T,230605,36.8858444N,76.3169176W,5,0,0
449,T,230605,100139,36.8859288N,76.3168457W,5,0.3,0,222,T,230605,36.8858256N,76.3169978W,5,0,0,327,T,230605,36.8858546N,76.3169140W,5,0.3,243,328,T,230605,36.8858444N,76.3169176W,5,0,0
450,T,230605,100140,36.8859288N,76.3168457W,5,0,0,223,T,230605,36.8858256N,76.3169978W,5,0.1,0,328,T,230605,36.8858546N,76.3169140W,5,0,243,329,T,230605,36.8858444N,76.3169176W,5,0,0
451,T,230605,100141,36.8859288N,76.3168457W,5,0.3,0,224,T,230605,36.8858256N,76.3169978W,5,0,0,329,T,230605,36.8858546N,76.3169140W,5,0,243,330,T,230605,36.8858444N,76.3169176W,5,0,0
452,T,230605,100142,36.8859288N,76.3168457W,5,0,0,225,T,230605,36.8858256N,76.3169978W,5,0,0,330,T,230605,36.8858546N,76.3169140W,5,0,243,331,T,230605,36.8858444N,76.3169176W,5,0,0
453,T,230605,100143,36.8859288N,76.3168457W,5,0.1,0,226,T,230605,36.8858256N,76.3169978W,5,0.1,0,331,T,230605,36.8858546N,76.3169140W,5,0,243,332,T,230605,36.8858444N,76.3169176W,5,0,0
454,T,230605,100144,36.8859288N,76.3168457W,5,0.3,0,227,T,230605,36.8858256N,76.3169978W,5,0,0,332,T,230605,36.8858546N,76.3169140W,5,0,243,333,T,230605,36.8858444N,76.3169176W,5,0,0
455,T,230605,100145,36.8859288N,76.3168457W,5,0,0,228,T,230605,36.8858256N,76.3169978W,5,0,0,333,T,230605,36.8858546N,76.3169140W,5,0,243,334,T,230605,36.8858444N,76.3169176W,5,0,0
456,T,230605,100146,36.8859288N,76.3168457W,5,0,0,229,T,230605,36.8858256N,76.3169978W,5,0.1,0,334,T,230605,36.8858546N,76.3169140W,5,0,243,335,T,230605,36.8858444N,76.3169176W,5,0,0
457,T,230605,100147,36.8859288N,76.3168457W,5,0,0,230,T,230605,36.8858256N,76.3169978W,5,0,0,335,T,230605,36.8858546N,76.3169140W,5,0.1,243,336,T,230605,36.8858444N,76.3169176W,5,0,0
458,T,230605,100148,36.8859288N,76.3168457W,5,0,0,231,T,230605,36.8858256N,76.3169978W,5,0.1,0,336,T,230605,36.8858546N,76.3169140W,5,0,243,337,T,230605,36.8858444N,76.3169176W,5,0,0
459,T,230605,100149,36.8859288N,76.3168457W,5,0,0,232,T,230605,36.8858256N,76.3169978W,5,0.1,0,337,T,230605,36.8858546N,76.3169140W,5,0,243,338,T,230605,36.8858444N,76.3169176W,5,0.1,0
460,T,230605,100150,36.8859288N,76.3168457W,5,0,0,233,T,230605,36.8858256N,76.3169978W,5,0,0,338,T,230605,36.8858546N,76.3169140W,5,0,243,339,T,230605,36.8858444N,76.3169176W,5,0,0
461,T,230605,100151,36.8859288N,76.3168457W,5,0,0,234,T,230605,36.8858256N,76.3169978W,5,0,0,339,T,230605,36.8858546N,76.3169140W,5,0,243,340,T,230605,36.8858444N,76.3169176W,5,0,0
462,T,230605,100152,36.8859288N,76.3168457W,5,0,0,235,T,230605,36.8858256N,76.3169978W,5,0.1,0,340,T,230605,36.8858546N,76.3169140W,5,0,243,341,T,230605,36.8858444N,76.3169176W,5,0,0
463,T,230605,100153,36.8859288N,76.3168457W,5,0,0,236,T,230605,36.8858256N,76.3169978W,5,0.1,0,341,T,230605,36.8858546N,76.3169140W,5,0,243,342,T,230605,36.8858444N,76.3169176W,5,0,0
464,T,230605,100154,36.8859288N,76.3168457W,5,0,0,237,T,230605,36.8858256N,76.3169978W,5,0.1,0,342,T,230605,36.8858546N,76.3169140W,5,0,243,343,T,230605,36.8858444N,76.3169176W,5,0,0
465,T,230605,100155,36.8859288N,76.3168457W,5,0,0,238,T,230605,36.8858256N,76.3169978W,5,0,0,343,T,230605,36.8858546N,76.3169140W,5,0.1,243,344,T,230605,36.8858444N,76.3169176W,5,0,0
466,T,230605,100156,36.8859288N,76.3168457W,5,0,0,239,T,230605,36.8858256N,76.3169978W,5,0.1,0,344,T,230605,36.8858546N,76.3169140W,5,0,243,345,T,230605,36.8858444N,76.3169176W,5,0,0
467,T,230605,100157,36.8859288N,76.3168457W,5,0.1,0,240,T,230605,36.8858256N,76.3169978W,5,0,0,345,T,230605,36.8858546N,76.3169140W,5,0,243,346,T,230605,36.8858444N,76.3169176W,5,0,0
468,T,230605,100158,36.8859288N,76.3168457W,5,0.1,0,241,T,230605,36.8858256N,76.3169978W,5,0.1,0,346,T,230605,36.8858546N,76.3169140W,5,0.1,243,347,T,230605,36.8858444N,76.3169176W,5,0,0
469,T,230605,100159,36.8859288N,76.3168457W,5,0,0,242,T,230605,36.8858256N,76.3169978W,5,0.1,0,347,T,230605,36.8858546N,76.3169140W,5,0,243,348,T,230605,36.8858444N,76.3169176W,5,0,0
470,T,230605,100200,36.8859288N,76.3168457W,5,0.1,0,243,T,230605,36.8858256N,76.3169978W,5,0.1,0,348,T,230605,36.8858546N,76.3169140W,5,0,243,349,T,230605,36.8858444N,76.3169176W,5,0,0
471,T,230605,100201,36.8859288N,76.3168457W,5,0,0,244,T,230605,36.8858256N,76.3169978W,5,0.1,0,349,T,230605,36.8858546N,76.3169140W,5,0,243,350,T,230605,36.8858444N,76.3169176W,5,0.1,0
472,T,230605,100202,36.8859288N,76.3168457W,5,0,0,245,T,230605,36.8858256N,76.3169978W,5,0,0,350,T,230605,36.8858546N,76.3169140W,4,0,243,351,T,230605,36.8858444N,76.3169176W,5,0,0
473,T,230605,100203,36.8859288N,76.3168457W,5,0,0,246,T,230605,36.8858256N,76.3169978W,5,0.1,0,351,T,230605,36.8858546N,76.3169140W,4,0,243,352,T,230605,36.8858444N,76.3169176W,5,0,0
474,T,230605,100204,36.8859288N,76.3168457W,5,0.1,0,247,T,230605,36.8858256N,76.3169978W,5,0,0,352,T,230605,36.8858546N,76.3169140W,4,0,243,353,T,230605,36.8858444N,76.3169176W,5,0,0
475,T,230605,100205,36.8859288N,76.3168457W,5,0.1,0,248,T,230605,36.8858256N,76.3169978W,5,0,0,353,T,230605,36.8858546N,76.3169140W,4,0,243,354,T,230605,36.8858444N,76.3169176W,5,0,0
476,T,230605,100206,36.8859288N,76.3168457W,5,0,0,249,T,230605,36.8858256N,76.3169978W,5,0.1,0,354,T,230605,36.8858546N,76.3169140W,4,0,243,355,T,230605,36.8858444N,76.3169176W,5,0,0
477,T,230605,100207,36.8859288N,76.3168457W,5,0,0,250,T,230605,36.8858256N,76.3169978W,5,0.1,0,355,T,230605,36.8858546N,76.3169140W,4,0,243,356,T,230605,36.8858444N,76.3169176W,5,0,0
478,T,230605,100208,36.8859288N,76.3168457W,5,0,0,251,T,230605,36.8858256N,76.3169978W,5,0.1,0,356,T,230605,36.8858546N,76.3169140W,4,0,243,357,T,230605,36.8858444N,76.3169176W,5,0,0
479,T,230605,100209,36.8859288N,76.3168457W,5,0,0,252,T,230605,36.8858256N,76.3169978W,5,0.3,0,357,T,230605,36.8858546N,76.3169140W,4,0,243,358,T,230605,36.8858444N,76.3169176W,5,0,0
480,T,230605,100210,36.8859288N,76.3168457W,5,0,0,253,T,230605,36.8858256N,76.3169978W,5,0.1,0,358,T,230605,36.8858546N,76.3169140W,4,0.1,243,359,T,230605,36.8858444N,76.3169176W,5,0,0
481,T,230605,100211,36.8859288N,76.3168457W,5,0.1,0,254,T,230605,36.8858256N,76.3169978W,5,0,0,359,T,230605,36.8858546N,76.3169140W,4,0,243,360,T,230605,36.8858444N,76.3169176W,5,0,0
482,T,230605,100212,36.8859288N,76.3168457W,5,0,0,255,T,230605,36.8858256N,76.3169978W,5,0,0,360,T,230605,36.8858546N,76.3169140W,4,0,243,361,T,230605,36.8858444N,76.3169176W,5,0,0
483,T,230605,100213,36.8859288N,76.3168457W,5,0,0,256,T,230605,36.8858256N,76.3169978W,5,0,0,361,T,230605,36.8858546N,76.3169140W,4,0,243,362,T,230605,36.8858444N,76.3169176W,5,0,0
483,T,230605,100213,36.8859288N,76.3168457W,5,0,0,256,T,230605,36.8858256N,76.3169978W,5,0,0,362,T,230605,36.8858546N,76.3169140W,4,0,243,362,T,230605,36.8858444N,76.3169176W,5,0,0
484,T,230605,100214,36.8859288N,76.3168457W,5,0,0,257,T,230605,36.8858256N,76.3169978W,5,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,363,T,230605,36.8858444N,76.3169176W,5,0,0
